IdCliente,IdProducto,Ponderacion
687,42825,5
687,42843,2
687,42847,3
687,42876,3
687,42898,4
687,42899,3
687,42971,4
688,42814,3
688,42931,5
688,42981,5
688,43020,5
689,42786,3
689,42832,4
689,42914,5
689,42974,1
690,42759,1
690,42859,3
690,42915,4
690,42926,4
691,42847,3
691,42905,4
691,42953,3
691,42964,3
691,42991,4
692,42756,4
692,42779,4
692,42856,4
692,42858,3
692,42896,5
692,42932,4
692,42966,5
692,43013,4
692,43034,5
693,42769,4
693,42776,4
693,42875,5
693,42882,4
693,42930,4
693,42979,3
693,42999,4
693,43005,5
693,43015,5
694,42791,5
694,42926,1
694,42961,4
694,42980,4
695,42866,4
695,42882,5
695,42912,4
695,43020,4
695,43034,4
696,42794,5
696,42883,3
696,42918,3
696,43005,2
696,43021,5
696,43040,3
697,42763,2
697,42876,5
697,42911,4
697,42938,4
698,42784,3
698,42793,4
698,42829,4
698,42840,4
698,42842,2
698,42852,3
698,42940,5
698,42945,3
698,43010,4
699,42769,2
699,42816,5
699,42853,4
699,42888,4
699,43027,4
700,42789,4
700,42812,4
700,42927,4
700,42949,5
700,43027,4
701,42900,2
701,42916,4
701,42933,4
701,42936,5
701,42961,5
701,42986,5
701,43017,4
701,43035,5
701,43036,5
702,42769,4
702,42816,5
702,42861,4
702,42904,3
702,42971,4
703,42754,1
703,42795,1
703,42890,4
703,42934,5
703,42948,4
703,42951,5
703,42952,5
703,43039,5
704,42755,4
704,42779,4
704,42818,4
704,42851,4
704,42992,5
704,43024,5
705,42817,3
705,42843,3
705,42961,3
705,43021,3
706,42834,4
706,42966,1
706,43018,2
706,43041,1
707,42791,4
707,42827,3
707,42865,4
707,42971,3
707,43010,5
707,43030,5
707,43032,4
708,42820,5
708,42824,5
708,42858,5
708,42883,3
708,42895,3
708,43037,2
709,42801,4
709,42872,3
709,42935,3
709,42993,3
709,42994,5
709,43000,1
710,42875,4
710,42957,4
710,43003,5
710,43014,5
711,42759,3
711,42788,3
711,42844,4
711,42931,5
711,42974,4
711,42989,5
711,42992,3
711,42995,2
712,42774,4
712,42853,2
712,42908,2
712,42920,5
713,42759,4
713,42774,4
713,42943,5
713,42964,5
713,42978,2
713,42998,2
713,43005,4
713,43042,4
714,42770,4
714,42792,4
714,42985,5
714,43019,5
714,43021,5
715,42819,5
715,42828,4
715,42886,4
715,42891,4
715,42972,4
715,42993,5
715,42998,5
715,43015,4
716,42798,4
716,42859,5
716,42877,4
716,42983,5
716,43029,5
716,43040,5
717,42929,1
717,42936,4
718,42765,4
718,42893,3
718,43033,3
719,42777,3
719,42818,4
719,42823,5
719,42846,4
719,42924,4
719,42960,4
720,42781,3
720,42831,2
720,42848,4
720,42907,4
720,42938,4
720,42939,4
720,42948,3
720,43000,3
721,42755,5
721,42757,5
721,42760,5
721,42763,4
721,42764,4
721,42765,4
721,42769,4
721,42776,5
721,42786,5
721,42793,3
721,42882,5
721,42931,5
721,42958,3
721,42973,3
721,43012,4
721,43034,2
721,43040,4
722,42794,5
722,42816,4
722,42827,3
722,43001,5
722,43037,4
722,43038,4
723,42758,4
723,42764,4
723,42782,5
723,42784,3
723,42790,4
723,42792,4
723,42975,4
723,43014,1
724,42772,4
724,42801,4
724,42834,5
724,42849,4
724,42902,5
724,42942,4
724,42992,4
724,43015,3
725,42786,4
725,42834,3
725,42836,4
725,42860,2
725,42872,4
725,42888,4
725,42927,2
725,42969,4
725,42980,5
725,42994,3
725,42996,4
726,42755,4
726,42763,5
726,42780,3
726,42874,1
726,42875,5
726,42876,4
726,42879,5
726,42884,5
726,42970,4
726,43010,4
726,43031,4
727,42761,4
727,42819,4
727,42853,5
727,42858,2
727,42865,4
727,42879,5
727,42940,4
727,42942,5
727,42947,5
727,42958,1
727,43036,4
728,42788,4
728,42824,5
728,42877,5
728,42879,4
728,42926,3
728,42975,4
728,43010,4
728,43021,4
729,42768,4
729,42798,2
729,42815,4
729,42827,4
729,42839,5
729,42859,4
729,42879,5
729,42885,4
729,42891,5
729,42916,5
729,42966,2
729,42982,5
729,42987,4
730,42755,4
730,42765,5
730,42887,3
730,42898,5
730,42915,2
730,42940,5
730,43019,4
730,43033,5
731,42796,4
731,42826,4
731,42840,5
731,42929,4
731,42932,2
731,42934,2
731,42937,4
731,42964,5
731,43036,4
732,42763,5
732,42789,4
732,42791,3
732,42811,4
732,42921,5
732,42935,5
732,42940,5
732,42947,4
733,42850,3
733,42866,5
733,42891,4
733,42906,4
733,42915,1
733,42930,3
733,42932,4
733,42984,4
734,42762,4
734,42775,3
734,42933,3
734,42939,4
734,42942,2
734,42985,4
734,42999,5
735,42827,5
735,42841,5
735,42902,4
735,42904,3
735,42914,4
735,42971,4
735,42975,4
735,42977,3
735,42983,5
735,43006,5
735,43007,5
735,43025,4
736,42800,1
736,42888,4
736,42937,5
736,42987,4
736,42994,5
737,42774,5
737,42786,3
737,42797,3
737,42847,5
737,42988,4
737,43007,4
737,43014,4
738,42788,2
738,42791,4
738,42844,4
738,42963,4
738,43014,1
739,42812,5
739,42815,4
739,42882,1
739,42885,5
739,42891,3
739,43036,5
740,42754,4
740,42813,2
740,42841,4
740,42870,5
740,42910,5
740,43030,5
740,43032,4
741,42761,5
741,42784,5
741,42812,5
741,42818,2
741,42862,5
741,42927,5
741,42967,4
741,43009,4
741,43014,2
742,42830,2
742,42853,3
742,42938,5
742,42974,5
743,42818,5
743,42836,5
743,42853,4
743,42856,3
743,42881,4
743,42926,3
743,43029,2
744,42831,5
744,42878,5
744,42933,3
744,42949,5
744,42969,5
744,42995,4
744,42997,4
745,42923,4
745,43037,5
746,42855,2
746,42867,5
746,42884,5
746,42915,5
746,42940,4
746,42977,2
746,42996,4
746,43002,4
746,43032,4
747,42737,5
747,42815,3
747,42977,5
747,43005,1
748,42737,4
748,42792,4
748,42793,5
748,42799,5
748,42814,5
748,42895,5
748,42898,4
748,42909,4
748,42960,5
748,43002,3
749,42885,4
749,42892,3
749,42935,4
749,42956,5
749,42963,4
749,42969,5
749,42970,5
749,43011,4
750,42767,4
750,42906,4
750,42957,4
750,42959,4
750,42963,3
750,42978,5
750,43019,3
751,42768,4
753,42794,3
753,42872,5
753,42931,3
753,42934,3
753,42945,4
753,42991,4
759,42782,5
759,42865,3
760,42791,5
760,42834,5
760,42917,4
760,42946,1
760,42970,5
760,43037,5
761,42737,5
761,42836,3
761,42853,4
761,42937,3
761,42947,4
761,43014,1
761,43043,4
764,42832,5
764,42838,4
764,42858,2
764,42879,4
764,42984,2
764,43024,4
765,42754,4
765,42787,5
765,42813,5
765,42843,3
765,42853,5
765,42969,4
765,43010,4
767,42781,4
767,42816,4
767,42859,3
767,42925,5
767,42956,5
767,42961,4
767,42999,4
767,43016,5
767,43020,4
768,42764,5
768,42829,4
768,42831,4
768,42986,3
769,42778,4
769,42781,3
769,42876,5
769,42913,5
769,42916,5
769,43030,5
770,42762,4
770,42766,5
770,42785,2
770,42829,2
770,42899,4
770,42949,4
770,43027,3
770,43030,5
770,43039,5
771,42800,5
771,42940,5
771,42980,3
771,43029,5
772,42827,5
772,42834,4
772,42894,4
772,42953,4
772,42955,5
772,42993,2
773,42793,4
773,42883,5
773,42888,4
773,43025,2
774,42798,4
774,42869,5
774,42929,5
775,42758,5
775,42838,4
775,42989,3
775,43006,3
775,43028,4
776,42787,4
776,42863,5
776,42936,1
776,42973,3
776,42985,3
776,43028,4
778,42772,4
778,42785,5
778,42886,3
778,42888,4
778,42974,4
778,43029,4
779,42761,5
779,42764,5
779,42769,4
779,42770,4
779,42791,5
779,42799,5
779,42822,3
779,42836,2
779,42898,4
779,42908,4
779,42947,5
779,42977,3
779,43018,4
779,43030,2
781,42756,5
781,42758,5
781,42763,2
781,42817,2
781,42955,5
781,42958,4
781,42987,4
781,43003,4
781,43012,4
781,43023,5
782,42760,2
782,42762,4
782,42767,3
782,42787,5
782,42791,3
782,42824,2
782,42830,4
782,42964,5
782,42969,5
782,42980,5
782,42988,4
782,43009,4
783,42757,4
783,42761,4
783,42762,5
783,42800,5
783,42840,5
783,42869,5
783,42881,4
783,42961,4
783,42965,4
783,42999,5
783,43009,5
783,43023,4
783,43039,3
784,42768,4
784,42796,5
784,42824,4
784,42827,4
784,42836,5
784,42865,4
784,42992,1
784,43032,1
785,42776,4
785,42796,2
785,42821,4
785,42824,4
785,42869,5
785,42878,4
785,42882,4
785,42929,4
785,43006,4
785,43022,1
785,43042,5
787,42822,2
787,42832,4
787,42843,1
787,42893,4
787,42927,2
787,42944,5
789,42800,5
789,42838,3
789,42861,4
789,42876,5
789,42878,4
789,42917,4
789,42962,1
789,43014,5
789,43015,4
789,43026,4
789,43032,5
790,42754,4
790,42821,5
790,42844,4
790,42880,5
790,42890,4
790,42903,3
790,42988,5
790,43006,1
790,43018,5
790,43036,4
790,43041,5
791,42759,4
791,42789,3
791,42875,4
791,42886,5
791,42907,1
791,42914,5
791,42942,4
791,42944,5
791,43007,1
791,43022,3
794,42936,2
795,42833,4
795,42836,3
795,42860,5
795,42898,4
795,42900,4
795,42919,2
795,42923,1
795,42926,2
795,42941,2
795,43002,3
795,43019,5
796,42786,4
796,42872,3
796,42896,5
796,42936,4
796,42943,5
796,42994,4
796,43013,3
796,43020,3
797,42799,4
797,42853,5
797,42887,4
797,42921,5
797,42926,4
797,42981,5
797,42993,5
797,43022,3
797,43039,1
798,42838,4
798,42935,5
798,42937,4
798,42938,5
798,42943,4
798,42981,3
798,42993,5
802,42785,3
802,42860,4
802,42861,2
802,42889,2
802,42947,4
802,42951,3
803,42846,5
803,42885,4
803,42898,4
803,43012,4
803,43024,5
803,43035,4
804,42797,5
804,42883,5
804,42911,5
804,42922,5
804,42950,2
804,42952,5
805,42765,4
805,42842,4
805,42877,5
805,42880,3
805,42900,1
805,42980,4
805,43038,4
806,42781,4
806,42818,5
806,42834,3
806,42847,2
806,42900,5
806,42928,1
806,42947,4
806,42961,2
806,43000,5
806,43022,5
806,43028,5
807,42788,4
807,42831,5
807,42838,4
807,42937,2
808,42754,5
808,42851,3
808,42890,4
809,42859,5
809,42962,4
810,42849,4
810,42850,5
810,42894,2
810,42995,4
810,42997,5
810,43013,3
812,42737,4
812,42834,1
812,42847,4
812,42869,4
812,42957,2
812,42967,5
812,42969,5
812,42976,1
812,42992,2
812,43036,5
813,42759,4
813,42823,5
813,42840,5
813,42874,4
813,42889,5
813,42917,5
813,42922,4
813,42928,3
813,42953,5
813,42975,4
814,42766,4
814,42794,2
814,42841,4
814,42855,3
814,42871,4
814,42931,4
814,42939,5
814,42945,5
814,42953,4
814,42984,5
815,42737,3
815,42764,4
815,42810,2
815,42811,3
815,42845,5
815,42889,5
815,42919,5
815,42984,5
816,42772,4
816,42799,2
816,42946,4
817,42791,5
817,42902,5
817,42917,5
817,42922,5
817,42942,4
817,43033,4
818,42893,4
818,42948,3
818,43008,5
818,43012,4
819,42757,5
819,42812,5
819,42852,4
819,42857,5
819,42865,4
819,42924,4
819,42954,3
819,42976,4
819,42981,4
819,43017,4
819,43039,3
820,42796,1
820,42813,3
820,42881,4
820,42927,4
820,42955,3
821,43028,3
822,42761,2
822,42830,4
822,42844,3
822,42849,5
822,42861,5
822,42880,2
822,42929,4
822,42950,3
822,42976,4
822,43011,5
822,43043,4
823,42798,4
823,42901,1
823,42998,4
823,43002,5
823,43007,2
824,42864,4
824,42953,5
826,42784,5
826,42861,4
826,42952,4
826,42986,5
826,42988,4
826,43000,4
827,42773,1
827,42782,5
827,42785,4
827,42939,5
827,42986,5
827,42989,4
827,43014,4
827,43032,4
828,42824,5
828,42878,4
828,42912,3
828,42935,4
828,42938,1
828,42960,4
828,43038,2
832,42930,4
833,42778,5
833,42781,5
833,42800,4
833,42901,4
833,42984,4
833,43023,5
834,42859,4
834,42932,4
835,42758,4
835,42830,5
835,42891,5
835,42927,1
835,42978,3
835,43036,4
835,43037,4
836,42778,4
836,42813,5
836,42857,5
836,42885,5
836,42901,4
836,43011,5
837,42866,4
837,42994,5
838,42772,4
838,42796,4
838,42988,5
838,42995,3
839,42776,5
839,42786,5
839,42872,5
839,42925,2
839,43002,3
839,43007,5
839,43023,5
839,43041,3
840,42766,4
840,42771,5
840,42782,5
840,42812,3
840,42884,5
840,42899,4
840,42934,4
840,42985,4
840,43002,3
840,43036,5
840,43042,5
841,42737,4
841,42762,5
841,42766,4
841,42788,4
841,42911,4
841,42925,3
841,42977,4
841,43025,4
842,42878,5
842,42887,5
842,43035,4
843,42762,4
843,42789,5
843,42791,3
843,42931,4
844,42772,2
844,42778,3
844,42835,5
844,42839,5
844,42848,5
844,42881,4
844,42886,2
844,42929,3
844,42978,4
844,43031,2
845,42773,5
845,42834,5
845,42835,5
845,42871,4
845,42937,5
845,42989,4
845,42998,3
845,43032,4
846,42792,4
846,42819,5
846,42841,4
846,42844,4
846,42876,5
846,42877,1
846,42961,4
846,42978,5
846,43024,5
846,43040,4
847,42826,5
847,42947,4
847,42959,4
847,42972,4
847,43027,4
848,42824,2
848,42829,4
848,42857,5
848,42925,2
848,42960,2
848,43011,2
848,43013,5
849,42782,4
849,42799,5
849,42827,4
849,42828,4
849,42846,3
849,42847,5
849,42892,5
849,42897,5
849,42914,5
849,42997,5
850,42854,5
850,42889,5
850,42896,5
850,42899,2
850,42916,4
850,42917,4
850,42938,5
850,43000,5
850,43009,5
851,42782,4
851,42825,4
851,42845,5
851,42868,1
851,42894,4
851,42903,5
851,42931,4
851,42939,4
851,42974,4
851,42977,5
851,42979,4
852,42781,5
852,42903,5
852,42940,4
852,42946,5
852,42960,4
852,42969,4
852,42970,5
852,42975,5
852,43033,5
852,43043,4
853,42860,5
853,42907,4
853,42967,5
853,42989,2
853,42995,4
853,43015,5
853,43035,5
853,43036,4
854,42797,3
854,42799,4
854,42886,5
854,42889,5
854,42893,4
854,42905,1
854,42925,4
854,42988,5
854,43006,4
854,43012,4
855,42755,4
855,42774,5
855,42851,4
855,42889,4
855,42891,4
855,42909,2
856,42759,5
856,42779,4
856,42810,5
856,42850,4
856,42865,4
856,42898,4
856,42993,5
856,43016,3
857,42757,4
857,42824,3
857,42850,4
857,42858,4
857,42882,4
857,42898,4
857,42985,4
857,42998,2
858,42810,2
858,42895,4
858,42913,5
858,42916,2
858,42998,5
858,43004,4
859,42765,5
859,42770,1
859,42777,3
859,42812,4
859,42823,4
859,42881,5
859,42896,3
859,43000,4
859,43010,2
859,43017,5
860,42787,2
860,42838,4
860,42883,5
860,43028,5
860,43041,5
861,42767,4
861,42842,4
861,42863,5
861,42903,1
861,42919,5
861,42941,2
861,42955,2
861,43029,2
861,43040,4
862,42755,5
862,42880,4
862,42899,3
862,42950,1
862,42990,5
862,43018,4
863,42757,4
863,42863,4
863,42965,5
864,42784,1
864,42793,5
864,42852,4
864,42865,3
864,42884,5
864,42897,2
864,42935,2
864,42948,3
864,42950,5
864,42973,4
864,43029,5
864,43032,4
865,42841,5
865,42949,1
865,42965,4
865,43000,4
865,43038,4
866,42768,5
866,42820,2
866,42882,5
866,42934,5
866,42954,5
866,43027,4
867,42761,5
867,42822,5
867,42875,4
867,42903,5
867,42920,3
867,42930,4
867,42933,2
867,42938,2
867,42997,4
867,43024,4
867,43039,3
868,42761,4
868,43003,4
869,42756,4
869,42812,4
869,42884,4
869,42887,4
869,42927,3
869,42937,5
869,43020,5
869,43036,4
870,42759,4
870,42843,3
870,42923,4
870,42947,5
870,42955,4
870,43025,5
871,42791,4
871,42844,3
871,42934,4
871,42939,5
871,42964,5
872,42764,4
872,42864,4
872,42894,4
872,42943,5
872,43007,4
873,42769,1
873,42884,4
873,42953,5
873,42961,5
873,42974,5
873,42980,4
873,43015,5
873,43041,4
874,42775,4
874,42858,4
874,42875,4
874,42902,5
874,42957,5
874,42968,1
874,43022,1
874,43039,4
875,42819,5
875,42878,5
875,42985,4
875,43003,5
875,43034,4
876,42823,4
876,42989,5
876,43027,3
877,42776,5
877,42892,3
877,42912,5
877,42946,3
877,42948,4
877,43016,2
877,43025,2
877,43026,2
878,42762,5
878,42786,4
878,42830,4
878,42984,1
879,42790,3
879,42843,1
879,42921,2
879,42928,2
879,42958,4
879,43022,5
880,42885,5
880,42887,5
880,42935,4
880,42944,5
880,42982,5
880,42992,5
880,43022,5
881,42780,5
881,42794,5
881,42882,4
881,42962,5
881,42975,5
882,42755,5
882,42772,3
882,42915,5
882,42997,5
882,43016,4
883,42756,5
883,42844,4
883,42941,3
883,42965,4
883,42975,4
883,43016,5
884,42795,3
884,42872,5
884,42946,4
884,42965,4
884,43012,5
884,43015,5
885,42796,5
885,42814,3
885,42957,5
885,42997,4
885,43025,4
885,43027,5
886,42766,1
886,42833,5
886,42861,4
886,42863,4
886,42935,5
886,43001,5
886,43007,4
886,43009,5
887,42776,5
887,42778,4
887,42785,3
887,42788,4
887,42789,5
887,42861,5
887,42875,5
887,42980,4
887,42985,5
888,42778,4
888,42781,5
888,42789,5
888,42811,3
888,42853,5
888,42869,4
888,42983,5
888,42986,5
889,42776,5
889,42791,5
889,42837,5
889,42895,5
889,42940,4
889,42994,1
889,42995,5
889,43000,5
890,42767,5
890,42776,5
890,42794,5
890,42817,5
890,42828,5
890,42873,1
890,42989,4
891,42761,4
891,42770,5
891,42788,4
891,42816,2
891,42822,4
891,42833,5
891,42835,4
891,42886,1
891,42907,3
892,42737,5
892,42843,5
892,42859,5
892,42865,3
892,42870,4
892,42966,5
892,42982,4
892,43043,4
893,42771,4
893,42772,3
893,42801,4
893,42833,5
893,42835,5
893,42843,4
893,42848,4
893,42854,5
893,42864,4
893,42865,4
893,42943,5
893,43039,5
894,42852,4
894,42859,5
894,42899,5
894,42986,5
894,43028,4
895,42764,5
895,42820,4
895,42876,5
895,42879,5
895,42947,4
895,43016,5
895,43039,2
896,42828,5
896,42838,5
896,42844,3
896,42872,4
896,42916,5
896,42941,4
896,43002,5
896,43012,4
896,43038,4
897,42783,3
897,42797,5
897,42880,5
897,42884,2
897,42899,4
897,42927,4
897,42944,3
897,42970,3
897,42989,4
897,43020,3
898,42769,2
898,42790,4
898,42827,4
898,42855,4
898,42886,5
898,42888,5
898,42911,4
898,42915,4
898,42917,5
898,43002,4
898,43014,4
899,42881,5
899,42915,5
899,42947,1
899,42998,3
899,43019,3
899,43035,5
899,43038,4
900,42797,3
900,42815,5
900,42869,3
900,42883,5
900,42888,4
900,42892,4
900,42926,4
900,42929,5
900,42939,4
900,42960,4
900,42966,5
900,43031,4
900,43034,5
900,43037,3
900,43038,5
901,42762,5
901,42771,5
901,42776,5
901,42855,5
901,42892,4
901,42899,4
901,42934,5
901,42982,5
901,43001,5
902,42813,5
902,42900,4
902,42906,4
902,42940,3
902,42942,5
902,42978,4
902,42990,4
902,43004,5
903,42767,4
903,42770,4
903,42801,5
903,42823,3
903,42831,5
903,42845,5
903,42890,4
903,42904,5
903,42982,3
903,42988,4
903,43035,2
905,42772,1
905,42849,4
905,42930,5
905,42971,5
905,43025,1
905,43028,5
906,42765,5
906,42778,4
906,42795,5
906,42801,1
906,42890,5
906,42894,4
906,42931,1
906,42934,5
906,42945,5
906,42963,4
906,42989,2
906,43001,5
907,42786,1
907,42811,5
907,42933,4
907,42991,5
907,43010,5
908,42758,4
908,42797,3
908,42830,5
908,42856,4
908,42977,4
908,42991,5
908,43023,4
908,43024,5
908,43037,5
909,42799,4
909,42850,4
909,42875,5
909,42880,4
909,42885,4
909,42919,5
909,42933,2
909,42943,4
909,42975,5
909,42976,4
909,42981,2
909,42985,5
909,42994,4
909,43030,5
909,43031,2
911,42833,5
911,42853,4
911,42922,4
911,42958,4
911,42975,4
911,42976,4
911,42990,4
911,43003,5
911,43043,3
912,42841,1
912,42931,4
912,42961,5
912,42975,5
912,43019,5
913,42769,5
913,42837,4
913,42861,4
913,42867,4
913,43013,4
913,43031,4
916,42789,3
916,42794,1
916,42887,1
916,42903,5
916,42934,3
916,42942,4
916,42984,5
916,43024,2
917,42788,5
917,42836,4
917,42848,4
917,42853,4
917,42898,2
917,42933,4
917,42976,5
918,42776,4
918,42788,4
918,42823,4
918,42842,4
918,42869,4
918,42895,2
918,42940,5
918,42949,4
918,42966,5
918,42972,5
919,42783,5
919,42790,4
919,42901,5
919,42932,4
919,42938,4
919,42945,3
919,42959,5
919,43024,5
920,42756,5
920,42772,5
920,42820,1
920,42887,5
920,42975,5
920,42997,4
920,43018,4
920,43033,5
920,43042,4
921,42889,4
921,42895,3
921,42896,4
921,42912,4
921,42931,2
921,42973,5
921,42981,4
921,42982,5
922,42775,1
922,42810,2
922,43042,3
923,42845,5
923,42853,3
923,42904,4
923,42951,4
923,43035,4
924,42798,4
924,42871,4
924,42997,5
924,43007,4
924,43034,2
925,42858,3
925,42970,4
925,42978,4
926,42830,4
926,42943,4
926,42960,4
926,42988,3
926,42990,4
926,43017,5
927,42755,1
927,42836,3
927,42840,4
927,42864,3
927,43014,4
927,43037,5
928,42792,2
928,42898,5
928,42968,5
928,43009,5
928,43010,5
928,43022,5
929,42853,5
929,42855,1
929,42887,4
929,42999,5
929,43039,5
930,42769,5
930,42770,4
930,42778,4
930,42932,3
930,42944,4
931,42797,5
931,42884,4
931,42901,4
932,42775,4
932,42786,5
932,42796,5
932,42836,3
932,43014,4
933,42845,4
933,42971,3
933,42981,4
934,42853,5
934,42878,4
934,42883,4
934,42907,5
934,42908,3
934,42947,3
934,42989,4
935,42764,4
935,42794,5
935,42800,5
935,42897,5
935,42954,3
935,42983,5
935,42991,4
935,43029,2
936,42770,5
936,42851,2
936,43005,3
937,42812,2
937,42821,1
937,42849,4
937,42861,2
937,42885,5
937,42912,4
937,43042,4
938,42798,3
938,42871,4
939,42754,5
939,42759,4
939,42761,5
939,42783,5
939,42796,5
939,42947,2
939,42971,5
939,42978,4
940,42792,4
940,42811,3
940,42815,3
940,42853,4
940,42877,4
940,42927,4
940,42970,2
940,42997,4
940,43006,5
942,42812,5
942,42905,4
942,42946,4
943,42783,4
943,42784,5
943,42794,5
943,42849,1
943,42866,5
943,42900,5
943,42970,5
944,42767,3
944,42789,5
944,42794,5
944,42819,4
944,42840,5
944,42844,1
944,42849,4
944,42885,5
944,42957,1
944,42980,5
944,43020,5
945,42784,3
945,42785,5
945,42832,5
945,42864,5
945,42870,5
945,42879,5
945,42882,3
945,42964,5
945,42972,2
946,42834,4
946,42839,5
946,42850,5
946,42855,3
946,42859,5
946,42867,5
946,42892,4
946,43000,4
947,42778,5
947,42797,5
947,42836,2
947,42874,4
947,42926,4
947,42967,4
947,42973,1
947,42992,4
947,43008,4
947,43012,5
947,43020,5
948,42826,1
948,42837,5
948,42874,3
948,42889,4
948,42951,2
948,42970,2
948,42978,5
948,42988,2
948,43000,1
949,42837,5
949,42848,3
949,42850,4
949,42898,2
949,42906,1
949,42922,5
949,42961,5
949,42966,4
949,42974,2
949,43009,3
950,42737,4
950,42851,4
950,42900,3
950,42943,4
950,42947,4
950,42956,4
950,42981,5
950,43008,4
951,42794,4
951,42799,5
951,42863,5
951,42894,4
951,42909,4
951,42917,4
951,42919,5
951,42926,5
951,42937,5
951,42957,5
952,42832,5
952,42873,5
952,42889,4
952,42942,4
952,43008,4
952,43016,4
952,43020,5
952,43036,3
953,42893,4
953,42917,5
954,42775,5
954,42790,5
954,42898,4
954,42904,5
954,42912,3
954,42966,3
954,42977,2
954,43035,3
954,43036,5
955,42782,2
955,42800,4
955,42847,4
955,42954,3
956,42861,5
956,42884,2
956,42890,3
956,42949,4
956,42955,5
956,42966,4
958,42778,5
958,42779,5
958,42842,2
958,42851,5
958,42899,2
958,42950,2
958,42974,5
958,42991,5
958,43016,1
959,42800,5
959,42864,4
959,43032,5
960,42826,3
960,42843,5
960,42890,5
960,42902,2
960,42941,4
960,42982,5
960,43026,4
960,43036,5
961,42789,3
961,42814,3
961,42834,4
961,42918,4
961,43008,5
961,43028,4
961,43031,5
962,42841,4
962,42882,5
962,42908,4
962,42925,3
962,42990,5
963,42764,5
963,42833,4
963,42835,4
963,42848,5
963,42860,5
963,42948,4
964,42854,5
964,42883,5
964,42962,5
964,42975,4
964,42977,5
965,42779,3
965,42813,3
965,42840,4
965,42857,4
965,42923,5
965,42952,5
965,42998,5
965,43029,5
965,43043,3
966,42869,1
966,42902,4
966,42907,4
966,42916,4
966,43009,5
966,43014,5
967,42786,4
967,42862,4
967,42896,5
967,42968,4
967,43026,5
967,43036,5
968,42759,3
968,42760,4
968,42786,4
968,42825,5
968,42832,4
968,42834,3
968,42915,2
968,42928,5
968,42960,4
968,42997,3
968,43015,4
969,42758,2
969,42817,5
969,42879,3
969,42935,3
969,42973,4
969,42993,5
970,42767,5
970,42902,5
970,42933,5
970,42935,5
970,42978,3
970,42988,5
971,42765,5
971,42879,4
971,42914,5
971,42932,4
971,42964,2
971,42965,4
971,42975,2
971,42978,5
971,42989,5
971,43009,4
974,42815,4
974,42897,4
974,42938,5
974,42979,4
974,43019,3
974,43027,5
974,43028,3
975,42776,4
975,42796,5
975,42818,4
975,42862,5
975,42950,5
975,42952,5
975,43043,4
976,42842,5
976,42863,4
976,42873,4
977,42862,4
977,42943,1
977,42970,4
977,42981,5
977,42982,4
977,42986,1
978,42858,2
978,42859,4
979,42772,3
979,42835,3
979,42915,5
979,42988,4
979,43021,5
980,42837,2
980,42871,3
980,42905,4
980,42952,5
980,42984,5
981,42862,4
981,42895,5
981,42901,5
981,42926,1
981,42987,5
981,43002,4
981,43021,4
981,43024,2
982,42777,4
982,42779,3
982,42788,4
982,42815,5
982,43034,4
983,42768,4
983,42942,1
983,42996,2
984,42757,5
984,42765,4
984,42783,5
984,42830,3
984,42861,5
984,42895,5
984,42955,5
984,43012,5
984,43016,5
985,42903,4
985,42914,5
985,42937,1
985,42975,2
985,43013,3
986,42781,3
986,42889,4
986,42915,4
986,42980,3
986,43032,4
987,42789,5
987,42830,4
987,42878,4
987,42965,1
988,42821,5
988,42865,3
988,42952,4
988,43013,3
988,43022,4
989,42754,5
989,42757,5
989,42778,4
989,42814,4
989,42867,4
989,42915,4
990,42778,5
990,42781,4
990,42878,4
990,42904,3
990,42953,2
990,42992,5
991,42765,4
991,42769,5
991,42792,3
991,42810,4
991,42869,4
991,42879,5
991,42886,1
992,42756,3
992,42786,4
992,42815,2
992,42818,4
992,42921,3
992,42936,5
992,42939,2
992,42955,2
993,42794,4
993,42811,4
993,42837,5
993,42861,5
993,42866,4
993,42884,5
993,42919,5
993,42978,3
993,42982,4
993,42987,5
993,43032,5
994,42754,5
994,42794,2
994,42814,5
994,42862,5
994,42866,5
994,42958,1
994,43005,4
994,43006,4
994,43029,3
995,42761,4
995,42790,1
995,42795,3
995,42837,5
995,42846,2
995,42875,4
995,43007,5
995,43015,4
995,43036,4
996,42872,5
996,42874,4
996,42884,5
996,42923,5
996,42941,4
996,42946,5
996,42962,5
996,42985,3
997,42816,5
997,42843,4
997,42853,4
997,42864,1
997,42871,5
997,42901,3
997,42935,4
997,43029,4
998,42810,5
998,42855,4
998,42856,4
998,42864,5
998,42937,5
999,42819,4
999,42877,5
999,42899,4
999,42915,5
999,42920,5
999,42973,5
999,42978,1
999,42989,4
999,43017,5
1000,42858,4
1000,42880,5
1000,42891,2
1000,42904,5
1000,42919,5
1000,42931,5
1000,42954,4
1001,42768,3
1001,42833,5
1001,42890,4
1001,42899,5
1001,42903,5
1001,42916,2
1001,42937,5
1001,42984,4
1001,43003,4
1001,43019,5
1001,43042,4
1003,42872,4
1003,42894,5
1003,42916,5
1003,42924,5
1003,42931,4
1003,42944,1
1003,42980,4
1003,42991,5
1003,42992,4
1005,42840,4
1005,42874,4
1005,42905,4
1005,42975,5
1006,42781,5
1006,42789,5
1006,42796,3
1006,42904,5
1006,42905,5
1006,42923,5
1006,42926,4
1006,42935,4
1006,42954,5
1006,42967,5
1007,42836,3
1007,42863,5
