IdCompra,Fecha,IdProducto,Cantidad,Precio,IdProveedor,MinPrecio,MaxPrecio,MinCantidad,MaxCantidad,Calidad_Precio,Calidad_Cantidad,Compra,Fecha_Año,Fecha_Mes,Fecha_Periodo
802,2015-06-26,43034,20,703.15,1,563.7774999999999,826.7124999999999,0.0,19.0,Sin errores,Outlier,14063.0,2015,6,201506
803,2015-06-26,43035,12,731.56,12,680.9100000000001,917.3699999999999,0.0,18.0,Sin errores,Sin errores,8778.72,2015,6,201506
804,2015-06-26,43036,17,585.08,9,424.4225,622.2275000000001,0.0,16.5,Sin errores,Outlier,9946.36,2015,6,201506
805,2015-06-26,43037,11,760.71,1,653.03875,959.7512499999999,0.0,20.5,Sin errores,Sin errores,8367.810000000001,2015,6,201506
806,2015-06-26,43038,11,804.14,13,644.2200000000001,982.68,0.0,19.25,Sin errores,Sin errores,8845.539999999999,2015,6,201506
807,2015-06-26,43039,10,530.18,14,421.3812499999999,696.69875,0.0,17.5,Sin errores,Sin errores,5301.799999999999,2015,6,201506
808,2015-06-26,43041,4,602.62,12,378.72375000000005,690.11625,0.0,22.0,Sin errores,Sin errores,2410.48,2015,6,201506
809,2015-06-26,43043,9,837.64,3,607.375,954.565,0.0,24.375,Sin errores,Sin errores,7538.76,2015,6,201506
810,2015-06-26,42816,7,917.26,3,666.54,1090.56,0.0,17.75,Sin errores,Sin errores,6420.82,2015,6,201506
811,2015-06-26,42820,11,497.76,7,364.115,550.895,0.0,15.25,Sin errores,Sin errores,5475.36,2015,6,201506
812,2015-06-26,42823,18,605.47,12,506.2787500000002,702.2612499999998,0.0,17.5,Sin errores,Outlier,10898.460000000001,2015,6,201506
813,2015-06-26,42826,7,412.11,5,277.46500000000003,461.995,0.0,17.0,Sin errores,Sin errores,2884.77,2015,6,201506
814,2015-06-26,42828,8,627.23,2,557.0362500000001,710.0137500000001,0.0,16.0,Sin errores,Sin errores,5017.84,2015,6,201506
815,2015-06-26,42829,3,600.21,12,472.72499999999997,784.395,0.0,12.5,Sin errores,Sin errores,1800.63,2015,6,201506
816,2015-06-26,42830,14,340.21,4,261.04,415.59999999999997,0.0,21.0,Sin errores,Sin errores,4762.94,2015,6,201506
817,2015-06-26,42831,6,247.52,13,183.495,319.84499999999997,0.0,16.875,Sin errores,Sin errores,1485.1200000000001,2015,6,201506
818,2015-06-26,42812,8,260.58,5,208.46624999999997,318.30375000000004,0.0,19.25,Sin errores,Sin errores,2084.64,2015,6,201506
819,2015-06-26,42814,12,246.76,13,210.03499999999997,315.005,0.0,20.375,Sin errores,Sin errores,2961.12,2015,6,201506
820,2015-06-26,42902,4,18061.0,4,136.4375,227.4425,0.0,19.5,Outlier,Sin errores,72244.0,2015,6,201506
821,2015-06-26,42903,23,,3,166.5775,223.9225,0.0,24.125,Valor Nulo,Sin errores,,2015,6,201506
822,2015-06-26,42904,7,81.15,6,75.51500000000001,113.10499999999999,0.0,14.5,Sin errores,Sin errores,568.0500000000001,2015,6,201506
823,2015-06-26,42905,8,300.21,11,268.52750000000003,377.50249999999994,0.0,19.0,Sin errores,Sin errores,2401.68,2015,6,201506
824,2015-06-26,42906,3,205.14,9,180.14999999999998,265.89000000000004,0.0,19.0,Sin errores,Sin errores,615.42,2015,6,201506
825,2015-06-26,42737,9,1242.87,3,889.385,1453.8350000000003,0.0,18.75,Sin errores,Sin errores,11185.829999999998,2015,6,201506
826,2015-06-26,42865,4,142.29,1,113.63875,172.43124999999998,0.0,17.125,Sin errores,Sin errores,569.16,2015,6,201506
827,2015-06-26,42866,4,151.52,13,113.63999999999999,167.58000000000004,0.0,17.5,Sin errores,Sin errores,606.08,2015,6,201506
828,2015-06-26,42867,14,120.93,10,109.28124999999996,182.99875000000003,0.0,16.5,Sin errores,Sin errores,1693.02,2015,6,201506
829,2015-06-26,42868,2,130.87,14,109.03249999999996,168.8675,0.0,16.0,Sin errores,Sin errores,261.74,2015,6,201506
830,2015-06-26,42869,10,119.8,2,114.82,172.36,0.0,21.5,Sin errores,Sin errores,1198.0,2015,6,201506
831,2015-06-26,42872,3,339.61,11,302.96875,459.92125,0.0,15.625,Sin errores,Sin errores,1018.83,2015,6,201506
832,2015-06-26,42873,2,369.98,6,307.2925,471.4675,0.0,21.0,Sin errores,Sin errores,739.96,2015,6,201506
833,2015-06-26,42877,4,381.35,5,320.1075000000001,456.4124999999999,0.0,20.0,Sin errores,Sin errores,1525.4,2015,6,201506
834,2015-06-26,42878,1,358.18,10,311.7674999999999,482.15250000000003,0.0,17.5,Sin errores,Sin errores,358.18,2015,6,201506
835,2015-06-26,42879,6,438.13,4,322.24125000000004,484.36875,0.0,19.25,Sin errores,Sin errores,2628.7799999999997,2015,6,201506
836,2015-06-26,42880,10,403.14,5,303.98249999999996,474.27750000000003,0.5,15.5,Sin errores,Sin errores,4031.3999999999996,2015,6,201506
837,2015-06-26,42886,8,332.52,11,279.91749999999996,421.2625,0.0,23.0,Sin errores,Sin errores,2660.16,2015,6,201506
838,2015-06-26,42887,9,388.39,14,249.1074999999999,441.6325000000001,0.0,16.375,Sin errores,Sin errores,3495.5099999999998,2015,6,201506
839,2015-06-26,42889,4,393.32,10,288.00999999999993,432.61000000000007,0.0,16.625,Sin errores,Sin errores,1573.28,2015,6,201506
840,2015-06-26,42892,13,,8,260.65999999999997,434.9,0.0,21.625,Valor Nulo,Sin errores,,2015,6,201506
841,2015-06-26,42893,8,342.53,10,292.24499999999995,446.5950000000001,0.0,18.0,Sin errores,Sin errores,2740.24,2015,6,201506
842,2015-06-26,42897,8,360.13,13,303.245,437.855,0.0,14.0,Sin errores,Sin errores,2881.04,2015,6,201506
843,2015-06-26,42898,1,403.86,3,296.0325,446.10749999999996,0.0,19.5,Sin errores,Sin errores,403.86,2015,6,201506
844,2015-06-26,42985,3,953.33,12,830.1274999999996,1282.9025000000001,0.0,14.875,Sin errores,Sin errores,2859.9900000000002,2015,6,201506
845,2015-06-26,42987,6,277.19,9,255.88500000000005,357.52500000000003,0.0,20.0,Sin errores,Sin errores,1663.1399999999999,2015,6,201506
846,2015-06-26,42989,8,310.46,2,232.90249999999997,364.4975,0.0,20.0,Sin errores,Sin errores,2483.68,2015,6,201506
847,2015-06-26,42993,3,367.85,5,302.96000000000004,406.28,0.0,16.5,Sin errores,Sin errores,1103.5500000000002,2015,6,201506
848,2015-06-26,42994,9,43227.0,3,317.3625,517.5975000000001,0.0,24.5,Outlier,Sin errores,389043.0,2015,6,201506
849,2015-06-26,42995,3,268.39,4,211.79000000000002,300.16999999999996,0.0,15.0,Sin errores,Sin errores,805.17,2015,6,201506
850,2015-06-26,42997,15,304.74,12,259.0524999999999,398.6875000000001,0.0,21.5,Sin errores,Sin errores,4571.1,2015,6,201506
851,2015-06-26,42998,27,401.52,6,311.70500000000004,455.55499999999995,0.0,17.5,Sin errores,Outlier,10841.039999999999,2015,6,201506
852,2015-06-26,43003,13,334.46,12,235.72000000000003,385.69000000000005,0.0,19.625,Sin errores,Sin errores,4347.98,2015,6,201506
853,2015-06-26,43005,1,270.46,12,230.185,362.215,0.0,21.375,Sin errores,Sin errores,270.46,2015,6,201506
854,2015-06-26,43007,5,310.4,1,234.71,342.16999999999996,0.0,23.25,Sin errores,Sin errores,1552.0,2015,6,201506
855,2015-06-26,43010,5,258.4,9,212.12249999999997,313.8375000000001,0.0,23.0,Sin errores,Sin errores,1292.0,2015,6,201506
856,2015-06-26,43011,1,241.41,14,213.89750000000004,314.86249999999995,0.0,20.75,Sin errores,Sin errores,241.41,2015,6,201506
857,2015-06-26,43012,15,344.59,8,277.98875,445.56125,0.0,14.625,Sin errores,Outlier,5168.849999999999,2015,6,201506
858,2015-06-26,43013,3,216.45,10,196.03499999999997,288.045,0.0,16.5,Sin errores,Sin errores,649.3499999999999,2015,6,201506
859,2015-06-26,43015,12,324.93,13,282.5225000000001,406.07749999999993,0.0,18.0,Sin errores,Sin errores,3899.16,2015,6,201506
860,2015-06-26,43016,10,322.02,10,260.38875,373.78125000000006,0.0,16.0,Sin errores,Sin errores,3220.2,2015,6,201506
861,2015-06-26,43021,8,339.46,3,241.92500000000007,366.485,0.0,16.0,Sin errores,Sin errores,2715.68,2015,6,201506
862,2015-06-26,43023,10,436.51,2,392.34999999999997,538.99,0.0,18.25,Sin errores,Sin errores,4365.1,2015,6,201506
863,2015-06-26,42754,5,790.6,2,728.8550000000002,990.5449999999998,0.0,16.125,Sin errores,Sin errores,3953.0,2015,6,201506
864,2015-06-26,42756,6,498.34,1,365.635,543.9549999999999,0.0,19.0,Sin errores,Sin errores,2990.04,2015,6,201506
865,2015-06-26,42757,15,1379.91,3,996.4799999999998,1483.68,0.0,23.875,Sin errores,Sin errores,20698.65,2015,6,201506
866,2015-06-26,42758,2,1449.81,1,969.6899999999994,1552.9200000000003,0.0,16.5,Sin errores,Sin errores,2899.62,2015,6,201506
867,2015-06-26,42760,11,1108.65,10,834.8212500000002,1415.05875,0.0,16.0,Sin errores,Sin errores,12195.150000000001,2015,6,201506
868,2015-06-26,42761,2,905.26,8,783.75,1154.52,0.0,16.875,Sin errores,Sin errores,1810.52,2015,6,201506
869,2015-06-26,42762,4,1320.61,11,1172.565,1789.755,0.0,20.25,Sin errores,Sin errores,5282.44,2015,6,201506
870,2015-06-26,42763,12,1503.53,14,1178.8374999999996,1732.5625000000005,0.0,25.75,Sin errores,Sin errores,18042.36,2015,6,201506
871,2015-06-26,42764,25,900.6,8,799.5925000000002,1162.5475,0.0,21.5,Sin errores,Outlier,22515.0,2015,6,201506
872,2015-06-26,42767,11,2187.53,12,1943.1999999999996,2962.3,0.0,21.0,Sin errores,Sin errores,24062.83,2015,6,201506
873,2015-06-26,42769,4,2003.16,4,1723.6387500000003,2675.74125,0.5,15.5,Sin errores,Sin errores,8012.64,2015,6,201506
874,2015-06-26,42775,5,2520.01,5,1666.74375,2748.29625,0.0,15.0,Sin errores,Sin errores,12600.050000000001,2015,6,201506
875,2015-06-26,42776,24,974.44,7,773.91375,1217.03625,0.0,19.75,Sin errores,Outlier,23386.56,2015,6,201506
876,2015-06-26,42778,4,2089.95,8,1544.6987500000005,2401.4612499999994,0.0,18.375,Sin errores,Sin errores,8359.8,2015,6,201506
877,2015-06-26,42779,5,6369.29,12,5719.863749999999,8281.91625,0.0,23.5,Sin errores,Sin errores,31846.45,2015,6,201506
878,2015-06-26,42781,2,1320.04,10,1124.2250000000004,1815.9349999999995,0.0,22.0,Sin errores,Sin errores,2640.08,2015,6,201506
879,2015-06-26,42782,4,2422.17,3,2033.0437499999994,2854.6462500000002,0.0,20.0,Sin errores,Sin errores,9688.68,2015,6,201506
880,2015-06-26,42785,10,1040.29,11,846.25625,1279.97375,0.0,19.0,Sin errores,Sin errores,10402.9,2015,6,201506
881,2015-06-26,42786,4,568.73,5,462.35499999999996,634.4649999999999,0.0,16.0,Sin errores,Sin errores,2274.92,2015,6,201506
882,2015-06-26,42787,4,1085.15,8,679.5150000000001,1198.575,0.0,18.5,Sin errores,Sin errores,4340.6,2015,6,201506
883,2015-06-26,42789,5,138.46,9,119.32499999999996,187.51500000000001,0.0,18.0,Sin errores,Sin errores,692.3000000000001,2015,6,201506
884,2015-06-26,42791,9,197.23,7,137.23,220.45000000000002,0.0,14.5,Sin errores,Sin errores,1775.07,2015,6,201506
885,2015-06-26,42792,2,356.07,7,282.16749999999996,408.8725,0.0,18.0,Sin errores,Sin errores,712.14,2015,6,201506
886,2015-06-26,42794,8,228.9,10,182.51999999999998,245.58000000000004,0.0,17.0,Sin errores,Sin errores,1831.2,2015,6,201506
887,2015-06-26,42795,13,398.32,4,312.14,438.91999999999996,0.0,19.0,Sin errores,Sin errores,5178.16,2015,6,201506
888,2015-06-26,42797,2,3027.48,3,2648.6087500000003,4123.82125,0.0,22.5,Sin errores,Sin errores,6054.96,2015,6,201506
889,2015-06-26,42799,16,1205.63,12,843.6300000000001,1344.9299999999998,0.0,15.0,Sin errores,Outlier,19290.08,2015,6,201506
890,2015-06-26,42800,20,1186.31,11,874.2374999999997,1511.1225,0.0,20.5,Sin errores,Sin errores,23726.199999999997,2015,6,201506
891,2015-06-26,42801,9,2186.17,6,1537.8575,2434.6025,0.0,20.875,Sin errores,Sin errores,19675.53,2015,6,201506
892,2015-06-26,42850,4,195.72,3,167.01,228.26999999999998,0.0,19.5,Sin errores,Sin errores,782.88,2015,6,201506
893,2015-06-26,42926,4,52.17,6,42.72624999999999,65.53375,0.0,18.0,Sin errores,Sin errores,208.68,2015,6,201506
894,2015-06-26,42929,8,221.04,12,191.51875,253.79125,0.0,19.0,Sin errores,Sin errores,1768.32,2015,6,201506
895,2015-06-26,42930,2,,4,79.38125000000002,144.30874999999997,0.0,20.75,Valor Nulo,Sin errores,,2015,6,201506
896,2015-06-26,42931,12,230.83,2,163.54500000000002,284.115,0.0,18.75,Sin errores,Sin errores,2769.96,2015,6,201506
897,2015-06-26,42853,7,441.74,4,397.90125,597.58875,0.0,14.5,Sin errores,Sin errores,3092.1800000000003,2015,6,201506
898,2015-06-26,42854,3,862.19,14,646.2149999999999,988.4850000000001,0.0,18.625,Sin errores,Sin errores,2586.57,2015,6,201506
899,2015-06-26,42870,4,116.74,10,97.10499999999999,148.79500000000002,0.0,19.25,Sin errores,Sin errores,466.96,2015,6,201506
900,2015-06-26,42901,13,154.63,13,103.19250000000001,169.3275,0.0,21.5,Sin errores,Sin errores,2010.19,2015,6,201506
901,2015-06-26,42974,5,129.96,13,110.17000000000003,180.07,0.0,14.125,Sin errores,Sin errores,649.8000000000001,2015,6,201506
902,2015-06-26,42975,12,146.24,11,124.29249999999999,180.37749999999997,0.0,23.25,Sin errores,Sin errores,1754.88,2015,6,201506
903,2015-06-26,42979,30,70.1,3,57.710000000000015,100.72999999999999,0.0,18.0,Sin errores,Outlier,2103.0,2015,6,201506
904,2015-06-26,42982,5,8.57,7,7.827500000000001,10.572499999999998,0.0,19.5,Sin errores,Sin errores,42.85,2015,6,201506
905,2015-07-31,42834,2,498.61,11,463.36250000000007,690.3575,0.0,18.5,Sin errores,Sin errores,997.22,2015,7,201507
906,2015-07-31,42835,9,580.08,2,509.0187500000002,653.1312499999999,0.0,18.0,Sin errores,Sin errores,5220.72,2015,7,201507
907,2015-07-31,42837,11,272.26,12,224.71999999999997,375.08,0.0,16.5,Sin errores,Sin errores,2994.8599999999997,2015,7,201507
908,2015-07-31,42838,10,616.88,7,544.0637499999999,774.6062500000002,0.0,23.0,Sin errores,Sin errores,6168.8,2015,7,201507
909,2015-07-31,42839,13,251.3,12,195.905,310.08500000000004,0.0,22.0,Sin errores,Sin errores,3266.9,2015,7,201507
910,2015-07-31,42840,10,261.79,4,175.88750000000005,303.01249999999993,0.0,20.0,Sin errores,Sin errores,2617.9,2015,7,201507
911,2015-07-31,42841,10,236.95,11,198.71500000000003,297.68499999999995,0.0,15.0,Sin errores,Sin errores,2369.5,2015,7,201507
912,2015-07-31,42842,9,,2,198.64750000000004,316.9525,0.0,17.5,Valor Nulo,Sin errores,,2015,7,201507
913,2015-07-31,42843,10,486.06,3,412.9825000000001,564.7674999999999,0.0,20.375,Sin errores,Sin errores,4860.6,2015,7,201507
914,2015-07-31,42844,7,1107.85,14,972.2962499999995,1492.2337500000003,0.0,14.5,Sin errores,Sin errores,7754.949999999999,2015,7,201507
915,2015-07-31,42858,13,391.14,2,265.7249999999999,441.67500000000007,0.0,21.5,Sin errores,Sin errores,5084.82,2015,7,201507
916,2015-07-31,42860,18,375.95,14,338.86125000000004,467.9587499999999,0.0,16.75,Sin errores,Outlier,6767.099999999999,2015,7,201507
917,2015-07-31,42861,3,392.58,3,336.525,426.495,0.0,19.0,Sin errores,Sin errores,1177.74,2015,7,201507
918,2015-07-31,42862,12,334.63,7,273.9787500000001,422.98124999999993,0.0,13.25,Sin errores,Sin errores,4015.56,2015,7,201507
919,2015-07-31,42983,7,257.9,6,190.265,312.755,0.0,16.0,Sin errores,Sin errores,1805.2999999999997,2015,7,201507
920,2015-07-31,42907,5,290.54,6,243.06999999999994,375.31000000000006,0.0,16.5,Sin errores,Sin errores,1452.7,2015,7,201507
921,2015-07-31,42908,7,1035.65,8,857.555,1164.1550000000002,0.0,15.0,Sin errores,Sin errores,7249.550000000001,2015,7,201507
922,2015-07-31,42911,5,1170.09,12,942.745,1556.8450000000003,0.0,20.5,Sin errores,Sin errores,5850.45,2015,7,201507
923,2015-07-31,42912,10,999.58,4,959.2712499999998,1427.7887500000002,0.0,19.25,Sin errores,Sin errores,9995.800000000001,2015,7,201507
924,2015-07-31,42913,5,933.93,3,783.6737499999999,1137.06625,0.0,19.625,Sin errores,Sin errores,4669.65,2015,7,201507
925,2015-07-31,42915,3,,4,1014.8524999999997,1506.2975,0.0,21.375,Valor Nulo,Sin errores,,2015,7,201507
926,2015-07-31,42916,2,945.78,5,768.28875,1120.57125,0.0,15.625,Sin errores,Sin errores,1891.56,2015,7,201507
927,2015-07-31,42917,1,106943.0,4,78312.99999999999,110810.8,0.0,16.625,Sin errores,Sin errores,106943.0,2015,7,201507
928,2015-07-31,42919,18,443.81,5,351.3975,539.5725,0.0,17.0,Sin errores,Outlier,7988.58,2015,7,201507
929,2015-07-31,42922,4,534.76,7,410.9224999999999,621.4175,0.5,15.5,Sin errores,Sin errores,2139.04,2015,7,201507
930,2015-07-31,42923,4,460.46,12,429.14374999999995,626.4762499999999,0.0,17.625,Sin errores,Sin errores,1841.84,2015,7,201507
931,2015-07-31,42924,9,396.86,2,352.04625,550.95375,0.0,14.25,Sin errores,Sin errores,3571.7400000000002,2015,7,201507
932,2015-07-31,42925,8,2.06,6,1.6875,2.5725,0.0,19.5,Sin errores,Sin errores,16.48,2015,7,201507
933,2015-07-31,42933,27,795.74,10,670.4137500000002,1019.7262499999997,0.0,19.0,Sin errores,Outlier,21484.98,2015,7,201507
934,2015-07-31,42935,3,1940.17,2,1338.2200000000003,2173.6,0.0,18.875,Sin errores,Sin errores,5820.51,2015,7,201507
935,2015-07-31,42936,17,2767.7,9,1807.9762500000002,3093.0037499999994,0.0,19.875,Sin errores,Sin errores,47050.899999999994,2015,7,201507
936,2015-07-31,42937,10,1619.98,12,1251.5150000000003,2143.865,0.125,15.875,Sin errores,Sin errores,16199.8,2015,7,201507
937,2015-07-31,42939,13,,9,1681.4812499999998,2411.6887500000003,0.0,14.5,Valor Nulo,Sin errores,,2015,7,201507
938,2015-07-31,42940,12,1602.77,12,1228.29,1765.83,0.0,20.0,Sin errores,Sin errores,19233.239999999998,2015,7,201507
939,2015-07-31,42942,6,1755.46,8,1646.94,2201.52,0.0,15.0,Sin errores,Sin errores,10532.76,2015,7,201507
940,2015-07-31,42945,10,2152.07,12,1628.1725,2698.4975000000004,0.0,16.5,Sin errores,Sin errores,21520.7,2015,7,201507
941,2015-07-31,42947,13,2356.42,8,1632.6287499999999,2554.5512500000004,0.0,19.5,Sin errores,Sin errores,30633.46,2015,7,201507
942,2015-07-31,42951,10,2086.51,10,1631.9224999999994,2571.6575000000003,0.0,12.75,Sin errores,Sin errores,20865.100000000002,2015,7,201507
943,2015-07-31,42952,2,2629.17,9,1950.1287499999999,3585.9612500000003,0.0,18.125,Sin errores,Sin errores,5258.34,2015,7,201507
944,2015-07-31,42954,4,1943.67,14,1350.9425,2140.3775,0.0,15.625,Sin errores,Sin errores,7774.68,2015,7,201507
945,2015-07-31,42956,11,1333.74,10,1151.0,1736.0,0.0,17.5,Sin errores,Sin errores,14671.14,2015,7,201507
946,2015-07-31,42958,5,2375.76,4,2024.5400000000006,3243.5599999999995,0.0,21.0,Sin errores,Sin errores,11878.800000000001,2015,7,201507
947,2015-07-31,42961,25,2013.52,14,1679.6049999999998,2363.425,0.0,17.75,Sin errores,Outlier,50338.0,2015,7,201507
948,2015-07-31,42963,5,1738.98,7,1284.13625,1986.44375,0.0,20.0,Sin errores,Sin errores,8694.9,2015,7,201507
949,2015-07-31,42964,5,2008.9,8,1591.7599999999998,2466.2900000000004,0.0,21.875,Sin errores,Sin errores,10044.5,2015,7,201507
950,2015-07-31,42966,11,2636.16,14,1935.195,2938.005,0.0,18.5,Sin errores,Sin errores,28997.76,2015,7,201507
951,2015-07-31,42967,10,2516.93,10,1730.6912499999994,2964.6887500000007,0.0,16.875,Sin errores,Sin errores,25169.3,2015,7,201507
952,2015-07-31,42969,7,305429.0,5,1972.4550000000004,3283.6649999999995,0.0,17.5,Outlier,Sin errores,2138003.0,2015,7,201507
953,2015-07-31,42971,12,1801.8,2,1549.0924999999997,2320.0475,0.0,20.625,Sin errores,Sin errores,21621.6,2015,7,201507
954,2015-07-31,43029,15,773.83,2,652.2812499999998,917.3387500000001,0.0,29.5,Sin errores,Sin errores,11607.45,2015,7,201507
955,2015-07-31,43030,14,908.72,8,659.35,983.41,0.0,19.125,Sin errores,Sin errores,12722.08,2015,7,201507
956,2015-07-31,43031,7,919.87,1,665.9012499999999,1018.8887500000001,0.0,22.25,Sin errores,Sin errores,6439.09,2015,7,201507
957,2015-07-31,43034,12,709.6,2,563.7774999999999,826.7124999999999,0.0,19.0,Sin errores,Sin errores,8515.2,2015,7,201507
958,2015-07-31,43039,10,,6,421.3812499999999,696.69875,0.0,17.5,Valor Nulo,Sin errores,,2015,7,201507
959,2015-07-31,42816,12,772.55,2,666.54,1090.56,0.0,17.75,Sin errores,Sin errores,9270.599999999999,2015,7,201507
960,2015-07-31,42818,14,1250.27,6,1071.85,1733.29,0.0,20.5,Sin errores,Sin errores,17503.78,2015,7,201507
961,2015-07-31,42820,2,398.42,7,364.115,550.895,0.0,15.25,Sin errores,Sin errores,796.84,2015,7,201507
962,2015-07-31,42821,9,480.43,10,369.42499999999995,543.215,0.0,19.5,Sin errores,Sin errores,4323.87,2015,7,201507
963,2015-07-31,42822,10,589.78,6,460.6700000000002,672.5899999999998,0.0,14.5,Sin errores,Sin errores,5897.799999999999,2015,7,201507
964,2015-07-31,42830,4,347.71,6,261.04,415.59999999999997,0.0,21.0,Sin errores,Sin errores,1390.84,2015,7,201507
965,2015-07-31,42811,40,1770.82,5,1528.6837499999997,2016.4762500000002,0.0,14.25,Sin errores,Outlier,70832.8,2015,7,201507
966,2015-07-31,42813,8,241.69,14,216.56000000000006,319.28,0.0,15.5,Sin errores,Sin errores,1933.52,2015,7,201507
967,2015-07-31,42814,20,251.35,4,210.03499999999997,315.005,0.0,20.375,Sin errores,Sin errores,5027.0,2015,7,201507
968,2015-07-31,42902,16,182.17,3,136.4375,227.4425,0.0,19.5,Sin errores,Sin errores,2914.72,2015,7,201507
969,2015-07-31,42903,16,197.69,10,166.5775,223.9225,0.0,24.125,Sin errores,Sin errores,3163.04,2015,7,201507
970,2015-07-31,42904,24,98.32,4,75.51500000000001,113.10499999999999,0.0,14.5,Sin errores,Outlier,2359.68,2015,7,201507
971,2015-07-31,42906,1,199.39,2,180.14999999999998,265.89000000000004,0.0,19.0,Sin errores,Sin errores,199.39,2015,7,201507
972,2015-07-31,42737,5,1040.16,7,889.385,1453.8350000000003,0.0,18.75,Sin errores,Sin errores,5200.8,2015,7,201507
973,2015-07-31,42865,12,122.95,11,113.63875,172.43124999999998,0.0,17.125,Sin errores,Sin errores,1475.4,2015,7,201507
974,2015-07-31,42868,20,136.83,8,109.03249999999996,168.8675,0.0,16.0,Sin errores,Outlier,2736.6000000000004,2015,7,201507
975,2015-07-31,42869,10,144.46,11,114.82,172.36,0.0,21.5,Sin errores,Sin errores,1444.6000000000001,2015,7,201507
976,2015-07-31,42871,22,396.75,11,306.495,496.78499999999997,0.0,19.0,Sin errores,Outlier,8728.5,2015,7,201507
977,2015-07-31,42872,8,380.24,13,302.96875,459.92125,0.0,15.625,Sin errores,Sin errores,3041.92,2015,7,201507
978,2015-07-31,42874,2,443.26,11,295.15625,487.19375,0.0,19.5,Sin errores,Sin errores,886.52,2015,7,201507
979,2015-07-31,42877,10,442.5,8,320.1075000000001,456.4124999999999,0.0,20.0,Sin errores,Sin errores,4425.0,2015,7,201507
980,2015-07-31,42878,8,360.01,3,311.7674999999999,482.15250000000003,0.0,17.5,Sin errores,Sin errores,2880.08,2015,7,201507
981,2015-07-31,42879,17,389.25,7,322.24125000000004,484.36875,0.0,19.25,Sin errores,Sin errores,6617.25,2015,7,201507
982,2015-07-31,42880,8,363.99,7,303.98249999999996,474.27750000000003,0.5,15.5,Sin errores,Sin errores,2911.92,2015,7,201507
983,2015-07-31,42881,4,314.51,5,274.23,410.94000000000005,0.0,19.5,Sin errores,Sin errores,1258.04,2015,7,201507
984,2015-07-31,42882,12,385.4,8,270.85,439.03,0.0,19.625,Sin errores,Sin errores,4624.799999999999,2015,7,201507
985,2015-07-31,42883,3,328.36,9,262.03,428.23,0.0,18.5,Sin errores,Sin errores,985.08,2015,7,201507
986,2015-07-31,42887,4,325.36,5,249.1074999999999,441.6325000000001,0.0,16.375,Sin errores,Sin errores,1301.44,2015,7,201507
987,2015-07-31,42888,24,330.57,1,267.05499999999995,408.745,0.0,17.5,Sin errores,Outlier,7933.68,2015,7,201507
988,2015-07-31,42889,3,341.82,6,288.00999999999993,432.61000000000007,0.0,16.625,Sin errores,Sin errores,1025.46,2015,7,201507
989,2015-07-31,42891,10,399.82,6,290.21874999999994,429.08125,0.0,17.875,Sin errores,Sin errores,3998.2,2015,7,201507
990,2015-07-31,42893,6,405.72,2,292.24499999999995,446.5950000000001,0.0,18.0,Sin errores,Sin errores,2434.32,2015,7,201507
991,2015-07-31,42894,12,341.44,2,283.61375,435.7962500000001,0.0,11.875,Sin errores,Outlier,4097.28,2015,7,201507
992,2015-07-31,42895,10,396.04,14,323.2825,406.0674999999999,0.0,20.5,Sin errores,Sin errores,3960.4,2015,7,201507
993,2015-07-31,42898,12,319.18,4,296.0325,446.10749999999996,0.0,19.5,Sin errores,Sin errores,3830.16,2015,7,201507
994,2015-07-31,42985,25,899.53,8,830.1274999999996,1282.9025000000001,0.0,14.875,Sin errores,Outlier,22488.25,2015,7,201507
995,2015-07-31,42987,8,315.05,1,255.88500000000005,357.52500000000003,0.0,20.0,Sin errores,Sin errores,2520.4,2015,7,201507
996,2015-07-31,42989,19,326.47,5,232.90249999999997,364.4975,0.0,20.0,Sin errores,Sin errores,6202.93,2015,7,201507
997,2015-07-31,42990,11,277.02,5,198.23874999999998,305.45125,0.0,19.125,Sin errores,Sin errores,3047.22,2015,7,201507
998,2015-07-31,42993,12,323.47,3,302.96000000000004,406.28,0.0,16.5,Sin errores,Sin errores,3881.6400000000003,2015,7,201507
999,2015-07-31,42998,4,345.23,13,311.70500000000004,455.55499999999995,0.0,17.5,Sin errores,Sin errores,1380.92,2015,7,201507
1000,2015-07-31,42999,12,428.2,6,333.24875,446.9412500000001,0.0,21.5,Sin errores,Sin errores,5138.4,2015,7,201507
1001,2015-07-31,43000,6,226.35,6,222.96250000000003,314.2675,0.0,16.0,Sin errores,Sin errores,1358.1,2015,7,201507
1002,2015-07-31,43001,11,425.56,4,333.58,528.9100000000001,0.0,20.0,Sin errores,Sin errores,4681.16,2015,7,201507
1003,2015-07-31,43002,1,302.67,1,227.535,338.68500000000006,0.0,16.5,Sin errores,Sin errores,302.67,2015,7,201507
1004,2015-07-31,43008,4,273.11,4,242.44999999999996,328.43000000000006,0.0,18.0,Sin errores,Sin errores,1092.44,2015,7,201507
1005,2015-07-31,43010,8,242.91,1,212.12249999999997,313.8375000000001,0.0,23.0,Sin errores,Sin errores,1943.28,2015,7,201507
1006,2015-07-31,43011,31,254.14,6,213.89750000000004,314.86249999999995,0.0,20.75,Sin errores,Outlier,7878.339999999999,2015,7,201507
1007,2015-07-31,43012,7,402.54,1,277.98875,445.56125,0.0,14.625,Sin errores,Sin errores,2817.78,2015,7,201507
